name,x,y,width,height
p_950_510,947,507,7,7
p_950_520,947,517,7,7
p_950_530,947,527,7,7
p_950_540,947,537,7,7
p_950_550,947,547,7,7
p_950_560,947,557,7,7
p_950_570,947,567,7,7
p_950_580,947,577,7,7
p_950_590,947,587,7,7
p_950_600,947,597,7,7
p_950_610,947,607,7,7
p_950_620,947,617,7,7
p_950_630,947,627,7,7
p_950_640,947,637,7,7
p_950_650,947,647,7,7
p_950_660,947,657,7,7
p_950_670,947,667,7,7
p_950_680,947,677,7,7
p_950_690,947,687,7,7
p_950_700,947,697,7,7
p_950_710,947,707,7,7
p_950_720,947,717,7,7
p_950_730,947,727,7,7
p_950_740,947,737,7,7
p_950_750,947,747,7,7
