sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
129,882950.658285,87398.817345468,87398.817345718,882950.66314025,0.004855000021052547,-795551.843367032
130,882950.664700333,87398.823359164,87398.823359539,882950.669200458,0.004499749949900433,-795551.843591044
131,882950.67076425,87398.829793855,87398.82979423,882950.67702125,0.006256625027162954,-795551.8440987074
132,882950.67858225,87398.836347171,87398.836347421,882950.682150625,0.00356812501559034,-795551.8440191415
133,882950.683437041,87398.841365,87398.8413655,882950.687087833,0.003650291939266026,-795551.8438971869
134,882950.688731791,87398.84634783,87398.846348205,882950.691639041,0.002906874957261607,-795551.8438373985
135,882950.693188,87398.85134291,87398.851343285,882950.697165666,0.003977291024057195,-795551.8438337356
136,882950.699808583,87398.859363212,87398.859363462,882950.705092375,0.005283542035613209,-795551.8430871421
137,882950.706685416,87398.865354907,87398.865355282,882950.71073625,0.004050458985147998,-795551.8433557386
138,882950.712290791,87398.870627235,87398.870627485,882950.7169545,0.00466345896711573,-795551.8439952855
139,882950.718682583,87398.876357058,87398.876357433,882950.722101875,0.003418917054659687,-795551.8440349834
140,882950.724934833,87398.885344976,87398.885345226,882950.730712,0.005776917052571662,-795551.8424783156
141,882950.732277333,87398.890366055,87398.890366305,882950.735688083,0.0034104999504052103,-795551.843616528
142,882950.73724425,87398.89534701,87398.89534726,882950.740735875,0.003491374955046922,-795551.8436429275
143,882950.741992166,87398.900827211,87398.900827461,882950.747138666,0.00514624995412305,-795551.84373808
144,882950.748711333,87398.906366535,87398.90636691,882950.751693208,0.002981499972520396,-795551.843835548
145,882950.753300708,87398.912350481,87398.912350731,882950.757802666,0.004501708026509732,-795551.843201081
146,882950.759262833,87398.917348686,87398.917348936,882950.763018541,0.003755457990337163,-795551.843791876
147,882950.764574625,87398.926397604,87398.926397979,882950.771824875,0.007249875081470236,-795551.8418019584
148,882950.773419083,87398.931357683,87398.931357933,882950.777268875,0.003849542059469968,-795551.8439861711
149,882950.77881025,87398.937365254,87398.937365629,882950.782974083,0.004163457982940599,-795551.843526725
150,882950.784516375,87398.94381432,87398.94381457,882950.79012225,0.005605624930467457,-795551.8435048675
151,882950.791751666,87398.952537991,87398.952538366,882950.79945425,0.007702209040871821,-795551.8430647795
152,882950.80101175,87398.959359804,87398.959360179,882950.807702666,0.006690541020361707,-795551.8449972165
153,882950.808975666,87398.967348107,87398.967348357,882950.812707875,0.0037319591065170243,-795551.8434935384
154,882950.814303625,87398.972366311,87398.972366561,882950.817818833,0.003514958021696657,-795551.8436947931
155,882950.818944333,87398.977348391,87398.977348766,882950.822667291,0.0037225830310489982,-795551.8434572336
156,882950.824213541,87398.986524808,87398.986525058,882950.91681725,0.09260345896473154,-795551.8839904624
157,882950.918543875,87399.391078512,87399.391079012,882951.237816125,0.31927175004966557,-795551.687101238
158,882951.2395255,87399.398371195,87399.39837157,882951.244334583,0.0048087080649565905,-795551.8435586591
159,882951.246042375,87399.406914618,87399.406914993,882951.253500125,0.007457375031663105,-795551.8428564445
160,882951.255117375,87399.413374684,87399.413374934,882951.262711541,0.007593915972393006,-795551.845539649
161,882951.264231125,87399.423348219,87399.423348594,882951.269479458,0.0052479579753708094,-795551.843506885
162,882951.271073416,87399.429365039,87399.429365289,882951.275101791,0.004028125025797635,-795551.8437224395
163,882951.277077708,87399.43535486,87399.43535511,882951.281315958,0.004237999964971095,-795551.843841848
164,882951.28291075,87399.44134743,87399.441347805,882951.287605625,0.004694499977631494,-795551.84391057
165,882951.289192916,87399.447710748,87399.447711248,882951.294887,0.005693583996617235,-795551.84432896
166,882951.296361333,87399.454352937,87399.454353437,882951.30044025,0.004078416968695819,-795551.8440476045
167,882951.302076333,87399.462369115,87399.462369365,882951.308229208,0.006152625021059066,-795551.8427835305
168,882951.309813375,87399.46835431,87399.468354685,882951.314261083,0.004447333019925281,-795551.8436827315
169,882951.315852583,87399.474349506,87399.474349881,882951.320370541,0.004517582914559171,-795551.8437618685
170,882951.32195875,87399.480376826,87399.480377326,882951.327777958,0.005818707984872162,-795551.844491278
171,882951.329335708,87399.488360629,87399.488360879,882951.3343205,0.004984541970770806,-795551.8434673501
172,882951.335927375,87399.494363199,87399.494363449,882951.34043525,0.004507624951656908,-795551.8438179884
173,882951.345283458,87399.504347984,87399.504348234,882951.350289041,0.005005332932341844,-795551.8434381405
174,882951.351884791,87399.700805201,87399.700805701,882951.54875875,0.19687345893180463,-795551.7495163195
175,882951.550532166,87399.710875234,87399.710875984,882951.557498375,0.006965458916965872,-795551.8431396615
176,882951.560462,87399.720074276,87399.720074651,882951.56639975,0.005937374982750043,-795551.8433564114
177,882951.569487041,87399.729797063,87399.729797688,882951.576441375,0.006953708973014727,-795551.8431668325
178,882951.578044666,87399.737592492,87399.737592867,882951.584375708,0.006330667049041949,-795551.8436175075
179,882951.58597125,87399.745417546,87399.745418046,882951.593567916,0.007596165989525616,-795551.8443517869
180,882951.595161458,87399.753722846,87399.753723221,882951.600238625,0.005076791945612058,-795551.843977008
181,882951.601888291,87399.761618649,87399.761619024,882951.608523666,0.006635000099777244,-795551.843587142
182,882951.6101135,87399.769696076,87399.769696326,882951.619673541,0.009559791011270136,-795551.8451973195
183,882951.621405958,87399.781767591,87399.781768216,882951.628476791,0.007070208012009971,-795551.843173471
184,882951.630135583,87399.78907665,87399.78907715,882951.636957333,0.00682124997547362,-795551.844469558
185,882951.638716041,87399.798397315,87399.798397815,882951.645458125,0.006741584045812488,-795551.843689518
186,882951.647174541,87399.814429045,87399.81442942,882951.662122291,0.014947375020710751,-795551.8402191836
187,882951.663987625,87399.823458838,87399.823459213,882951.670458916,0.006470915948739275,-795551.843764245
188,882951.67205775,87399.831722888,87399.831723263,882951.679911125,0.007852999930037186,-795551.844261362
189,882951.682034875,87399.842775787,87399.842776162,882951.690511083,0.00847583296126686,-795551.8434970046
190,882951.696276916,87399.856665161,87399.856665536,882951.703048375,0.006771084008505568,-795551.842997297
191,882951.704711875,87399.864725463,87399.864725838,882951.711343333,0.006631083073443733,-795551.8433019535
192,882951.712606958,87399.873204011,87399.873204386,882951.720462458,0.007855124975321814,-795551.8433305095
193,882951.722066041,87399.881711309,87399.881711684,882951.72842,0.006353584103635512,-795551.8435315241
194,882951.730006,87399.889956609,87399.889957234,882951.736481208,0.006474582973169163,-795551.8432866825
195,882951.73809675,87399.897728664,87399.897729289,882951.74435525,0.006257875036681071,-795551.8434970235
196,882951.746105791,87399.90524797,87399.905248345,882951.753124,0.007017834082944319,-795551.844366738
197,882951.754842625,87399.914394262,87399.914394762,882951.763701291,0.00885816605295986,-795551.8448774461
198,882951.765285333,87399.924447421,87399.924447921,882951.771658416,0.0063725829822942615,-795551.8440242035
199,882951.773380791,87399.932400724,87399.932401224,882951.779090583,0.005709292032406665,-795551.8438347129
200,882951.780662791,87399.940892772,87399.940893147,882951.787043166,0.006380000020726584,-795551.8429600189
201,882951.788625625,87399.947533962,87399.947534337,882951.793165416,0.004539416026091203,-795551.843361371
202,882951.79476225,87399.954589023,87399.954589523,882951.802150375,0.007387624937109649,-795551.8438670395
203,882951.803833708,87399.964449058,87399.964449558,882951.810852875,0.007018666947260499,-795551.8428939836
204,882951.812498416,87399.971828241,87399.971828741,882951.818264375,0.005765458918176591,-795551.8435529044
205,882951.819855,87399.98022279,87399.98022329,882951.82918625,0.009330749991931953,-795551.844297585
206,882951.830906333,87399.990783194,87399.990783569,882951.837514791,0.0066080830147257075,-795551.8434271805
207,882951.839149875,87399.999383616,87399.999383866,882951.846497583,0.007347457983996719,-795551.843439988
208,882951.848374625,87400.010134894,87400.010135394,882951.857406208,0.009031082969158888,-795551.8427552725
209,882951.858951916,87400.018397819,87400.018398319,882951.866007083,0.007054666988551617,-795551.8440814305
210,882951.867121375,87400.027800358,87400.027800858,882951.8744035,0.007281624944880605,-795551.8429618295
211,882951.875998791,87400.315312499,87400.315312999,882952.162430208,0.2864309169963235,-795551.7039017505
212,882952.164038916,87400.323798797,87400.323799297,882952.170366166,0.006326750051812269,-795551.843403494
213,882952.171641958,87400.330715734,87400.330716109,882952.178337,0.006694667012197897,-795551.8442735574
214,882952.180041166,87400.339114408,87400.339114908,882952.1853845,0.005342833930626512,-795551.843598175
215,882952.187023916,87400.346369592,87400.346370092,882952.193418458,0.006394041949533857,-795551.843851345
216,882952.195007875,87400.355169887,87400.355170512,882952.201461041,0.006452541012549773,-795551.8430642586
217,882952.203065375,87400.362727194,87400.362727569,882952.212209333,0.009143582996330224,-795551.8449099725
218,882952.213453458,87400.374971333,87400.374971833,882952.221405875,0.007951917024911381,-795551.8424580835
219,882952.222990583,87400.382383266,87400.382383891,882952.229919833,0.006928624963620678,-795551.8440716295
220,882952.231731208,87400.391420934,87400.391421558,882952.238593916,0.006862083901069127,-795551.843741316
221,882952.240167791,87400.400419852,87400.400420352,882952.247531625,0.007363333948887885,-795551.843429606
222,882952.249280208,87400.409826641,87400.409827141,882952.257509583,0.008228874998167157,-795551.8435680046
223,882952.260654041,87400.420812667,87400.420813167,882952.2684565,0.007801959058269858,-795551.8437423535
224,882952.270126541,87400.430812951,87400.430813451,882952.277444625,0.007317584007978439,-795551.842972382
225,882952.279063333,87400.438418757,87400.438419132,882952.285953208,0.00688950004405342,-795551.844089326
226,882952.290211708,87400.451077642,87400.451078017,882952.298501583,0.008289500008686446,-795551.843278816
227,882952.300459875,87400.460454057,87400.460454432,882952.30777275,0.007312500005355105,-795551.843662068
228,882952.311461,87400.471408958,87400.471409333,882952.318649375,0.007187999988673255,-795551.843646042
229,882952.320268583,87400.480375876,87400.480376251,882952.327722416,0.007453458005329594,-795551.843619436
230,882952.329081041,87400.488440303,87400.488440803,882952.336916125,0.00783458398655057,-795551.84455803
231,882952.33871375,87400.498381463,87400.498381963,882952.344434,0.005719749955460429,-795551.843192162
232,882952.346033,87400.506781762,87400.506782262,882952.353532708,0.00749920797534287,-795551.843000842
233,882952.355268125,87400.515742555,87400.51574293,882952.363662458,0.008393958065425977,-795551.843722549
234,882952.365315041,87400.527228826,87400.527229326,882952.375163625,0.009848083951510489,-795551.843010257
235,882952.379959083,87400.539771087,87400.539771462,882952.386468333,0.006508874910650775,-795551.8434424335
236,882952.388090958,87400.547727765,87400.54772814,882952.395354041,0.007262708022608422,-795551.8439945469
237,882952.396951125,87400.556437311,87400.556437686,882952.490848666,0.09389716605073772,-795551.8874623971
238,882952.495953416,87400.929610799,87400.929611299,882952.776905083,0.2809511669911444,-795551.7068182005
239,882952.778664166,87400.938454594,87400.938454969,882952.785693375,0.007028834050288424,-795551.8437239891
240,882952.787279208,87400.947755135,87400.94775551,882952.794926833,0.007647250051377341,-795551.843347698
241,882952.796804416,87400.958167665,87400.95816804,882952.804553,0.007748209027340636,-795551.8425108555
242,882952.806563791,87400.966736963,87400.966737338,882952.813114875,0.0065507089893799275,-795551.8431021825
243,882952.814711333,87400.973429777,87400.973430277,882952.820340125,0.0056282919977093115,-795551.844095702
244,882952.823606541,87400.983403936,87400.983404686,882952.830401041,0.00679374992614612,-795551.84359948
245,882952.832019375,87400.995767699,87400.995768074,882952.842132958,0.010113207943504676,-795551.84130828
246,882952.843716583,87401.003089883,87401.003090258,882952.849629958,0.0059130000590812415,-795551.8435832
247,882952.852247625,87401.011047185,87401.011047435,882952.857024916,0.004777040987391956,-795551.8435889605
248,882952.858406875,87401.017054006,87401.017054256,882952.862969333,0.004562207919661887,-795551.843633973
249,882952.864626666,87401.023044327,87401.023044702,882952.868914375,0.004287334013497457,-795551.8437260059
250,882952.870487416,87401.03039426,87401.030394635,882952.876427083,0.005939291993854567,-795551.843062802
251,882952.878109083,87401.042308777,87401.042309402,882952.889035708,0.0109260000026552,-795551.8412633061
252,882952.89024975,87401.050414828,87401.050415203,882952.896370166,0.006120040983660147,-795551.8428949425
253,882952.89784975,87401.057105142,87401.057105642,882952.903453666,0.005603416007943451,-795551.843546316
254,882952.904929875,87401.064059329,87401.064059579,882952.910387333,0.005457207967992872,-795551.84359915
255,882952.912103,87401.072459378,87401.072459753,882952.919411583,0.007308208005269989,-795551.843297726
256,882952.92067825,87401.080050434,87401.080050809,882953.015507,0.0948283750039991,-795551.8880420036
