sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
262,881914.260963625,86362.415921157,86362.415921407,881914.266076166,0.005112290906254202,-795551.8475986135
263,881914.267608958,86362.423612071,86362.423612321,881914.27279675,0.0051875420031137764,-795551.846590658
264,881914.274487083,86362.430264871,86362.430265246,881914.279956666,0.005469208088470623,-795551.846956816
265,881914.28129925,86362.436916921,86362.436917171,881914.287042625,0.00574312504613772,-795551.8472538914
266,881914.293008333,86362.44995215,86362.4499524,881914.29984425,0.006835667008999735,-795551.8464740166
267,881914.301202833,86362.458922799,86362.458923049,881914.308926958,0.007723875067313202,-795551.8461419714
268,881914.310331166,86362.466275716,86362.466276091,881914.315824458,0.005492917000083253,-795551.8468019086
269,881914.317388041,86362.474302626,86362.474302876,881914.3252205,0.00783220905577764,-795551.8470015195
270,881914.326562916,86362.484711134,86362.484711384,881914.334920541,0.008357375001651235,-795551.8460304695
271,881914.33628375,86362.492278924,86362.492279174,881914.342109708,0.005825707979965955,-795551.84691768
272,881914.343422791,86362.499265971,86362.499266471,881914.4416765,0.09825320902746171,-795551.8932834244
273,881914.443073875,86362.897929115,86362.897929865,881914.748377166,0.3053025409608381,-795551.6977960306
274,881914.749837125,86362.906955764,86362.906956014,881914.757843041,0.008005666022654623,-795551.846884194
275,881914.759246083,86362.915586417,86362.915586917,881914.766921708,0.0076751250308007,-795551.8474972285
276,881914.768488458,86362.924963686,86362.924964061,881914.774391666,0.005902833043364808,-795551.8464761885
277,881914.775718458,86362.931609487,86362.931609987,881914.782693833,0.006974874995648861,-795551.8475964085
278,881914.784035125,86362.938931529,86362.938931779,881914.788394208,0.004358832899015397,-795551.8472830125
279,881914.789723541,86362.944911837,86362.944912212,881914.794819875,0.005095959029858932,-795551.8473596836
280,881914.796135458,86362.95092377,86362.95092402,881914.800198541,0.004062832973431796,-795551.8472431046
281,881914.801575958,86362.957274823,86362.957275198,881914.806433416,0.0048570829385425895,-795551.8467296765
282,881914.807598375,86362.963590752,86362.963591127,881914.816001375,0.008402624953305349,-795551.8482089355
283,881914.817340458,86362.973939136,86362.973939511,881914.823373208,0.006032375022186898,-795551.8464175095
284,881914.824715916,86362.981263304,86362.981263679,881914.830859291,0.006143000064184889,-795551.8465241119
285,881914.831997375,86362.991178567,86362.991178942,881914.841296833,0.00929908300167881,-795551.8454683495
286,881914.842871541,86363.006744267,86363.006744642,881914.857968208,0.015096291986992583,-795551.84367542
